# Version 1.0
# DOI https://doi.org/10.1103/PhysRevC.87.034911
# Source https://www.hepdata.net/download/table/ins1127262/Figure%2011/2/yaml
# Experiment PHENIX
# System AuAu200
# Centrality 20-30
# XY $p_T$ $R_{AA}$
# Label xmin xmax y $p_{T}$ Uncorr,low $p_{T}$ Uncorr,high $p_{T}$ Corr,low $p_{T}$ Corr,high Global,low Global,high 
5 5.5 0.35279 0.0024238 0.0024238 0.045116 0.045116 0.043422 0.043422
5.5 6 0.33766 0.0031151 0.0031151 0.04328 0.04328 0.041559 0.041559
6 6.5 0.34115 0.0041083 0.0041083 0.043824 0.043824 0.04199 0.04199
6.5 7 0.3382 0.0052932 0.0052932 0.043545 0.043545 0.041626 0.041626
7 7.5 0.33471 0.006542 0.006542 0.043212 0.043212 0.041197 0.041197
7.5 8 0.34436 0.0083213 0.0083213 0.044589 0.044589 0.042384 0.042384
8 8.5 0.3511 0.010412 0.010412 0.042675 0.042675 0.043214 0.043214
8.5 9 0.32676 0.011915 0.011915 0.039895 0.039895 0.040218 0.040218
9 9.5 0.3425 0.015157 0.015157 0.042103 0.042103 0.042156 0.042156
9.5 10 0.40062 0.020558 0.020558 0.050655 0.050655 0.049308 0.049308
10 12 0.37795 0.014135 0.014135 0.056553 0.056553 0.046519 0.046519
12 14 0.40848 0.028125 0.028125 0.085299 0.085299 0.050276 0.050276
14 16 0.52161 0.065192 0.065192 0.14566 0.14566 0.0642 0.0642
16 18 0.37127 0.094778 0.094778 0.13251 0.13251 0.045696 0.045696
18 20 0.45502 0.19645 0.19645 0.19861 0.19861 0.056004 0.056004
