# Version 1.0
# DOI http://dx.doi.org/10.1007/JHEP04(2017)039
# Source https://www.hepdata.net/download/table/ins1496050/Table%208/2/yaml
# Experiment CMS
# System PbPb5020
# Centrality 0-5
# XY PT RAA
# Label xmin xmax y stat,low stat,high sys,low sys,high sys,TAA,low sys,TAA,high sys,lumi,low sys,lumi,high 
6.4 7.2 0.14053 0.0002 0.0002 0.01323 0.01323 0.00253 0.00421 0.00323 0.00323
7.2 9.6 0.14733 0.00019 0.00019 0.01327 0.01327 0.00265 0.00442 0.00338 0.00338
9.6 12.0 0.17711 0.00042 0.00042 0.01596 0.01596 0.00319 0.00531 0.00407 0.00407
12.0 14.4 0.22096 0.00084 0.00084 0.02217 0.02217 0.00398 0.00662 0.00508 0.00508
14.4 19.2 0.2721 0.0012 0.0012 0.0273 0.0273 0.0049 0.0082 0.0063 0.0063
19.2 24.0 0.3126 0.0025 0.0025 0.0313 0.0313 0.0056 0.0094 0.0072 0.0072
24.0 28.8 0.349 0.0042 0.0042 0.0349 0.0349 0.0063 0.0105 0.008 0.008
28.8 35.2 0.3957 0.006 0.006 0.0397 0.0397 0.0071 0.0119 0.0091 0.0091
35.2 41.6 0.4485 0.0089 0.0089 0.045 0.045 0.0081 0.0135 0.0103 0.0103
41.6 48.0 0.4987 0.011 0.011 0.0491 0.0491 0.009 0.015 0.0114 0.0114
48.0 60.8 0.559 0.01 0.01 0.055 0.055 0.01 0.017 0.013 0.013
60.8 73.6 0.605 0.016 0.016 0.06 0.06 0.011 0.018 0.014 0.014
73.6 86.4 0.664 0.019 0.019 0.066 0.066 0.012 0.02 0.015 0.015
86.4 103.6 0.753 0.029 0.029 0.075 0.075 0.014 0.023 0.017 0.017
103.6 120.8 0.743 0.038 0.038 0.075 0.075 0.013 0.022 0.017 0.017
120.8 140.0 0.725 0.043 0.043 0.073 0.073 0.013 0.022 0.017 0.017
140.0 165.0 0.922 0.106 0.106 0.093 0.093 0.017 0.028 0.021 0.021
165.0 250.0 0.902 0.083 0.083 0.091 0.091 0.016 0.027 0.021 0.021
250.0 400.0 0.856 0.271 0.271 0.088 0.088 0.015 0.026 0.02 0.02
